Dog ID,Days in Rescue,Adoption Fee,Sex,Color,Size,Altered Prior to Intake (Y/N/U)
A3454,42,$195,F,Black & White,Medium,N
A3455,43,$250,M,Black & White,Small,N
A3456,19,$250,M,Black w/Tan,Medium,N
A3460,24,$250,M,Black & Tan,Medium,N
A3461,16,$250,M,Brown,Small,N
A3462,44,$250,M,Brown & White,Large,N
A3463,92,$250,M,Black & White,Medium,N
A3465,38,$250,M,Brown & Tan,Large,Y
A3466,54,$250,F,Golden,Medium,N
A3467,19,$250,F,Lt Red/Tan,Medium,N
A3468,0,$250,F,Red,Medium,N
A3471,129,$195,F,White & Tan,Medium,N
A3472,15,$250,M,Blue & White,Medium,N
A3474,39,$250,F,Black & White,Medium,N
A3475,4,$195,F,Blue,Medium,Y
A3476,50,$250,F,Black & White,Medium,N
A3477,11,$250,F,Black & White,Medium,N
A3479,54,$250,F,White with brown spot right above the tail looks like a cattle dog,Small,N
A3480,35,$250,F,Black & Red,Medium,N
A3482,26,$250,F,Black & Tan,Medium,N
A3483,240,$250,M,brown,Medium,N
A3484,130,$250,M,Tan,Small,N
A3485,24,$250,M,Tricolor,Medium,N
A3487,10,$250,M,White,Small,Y
A3488,86,$250,F,White & Black,Medium,N
A3491,2,$250,F,Tan & White,Large,Y
A3493,50,$195,F,fawn brindle,Medium,Y
A3494,21,$195,F,Black & Tan,Large,Y
A3495,50,$250,F,Tan,Medium,N
A3496,143,$250,F,Tri-color,Medium,N
A3500,33,$250,F,Black & Brown,Small,N
A3501,7,$250,F,Red,Small,N
A3505,117,$250,M,White,Medium,N
A3507,3,$250,M,Tan w/black mask,Medium,N
A3508,16,$250,M,Tan,Small,Y
A3510,36,$195,M,Black,Small,Y
A3513,43,$250,M,Brown & Tan,Medium,N
A3515,15,$250,M,Red,Medium,N
A3516,53,$250,F,Brown & White,Medium,N
A3517,27,$250,F,Tan,Medium,Y
A3520,44,$250,M,White,Large,N
A3521,79,$250,M,White with Black head,Medium,N
A3522,25,$250,M,Brindle,Small,N
A3523,50,$250,M,White with Tan markings,Medium,N
A3524,149,$250,F,Tan,Medium,N
A3527,15,$195,F,Black,Medium,Y
A3528,33,$250,F,White with Brown Spots,Medium,N
A3529,59,$175,F,Tan & White,Small,N
A3530,22,$250,F,White & Brown,Large,N
A3532,24,$250,F,Black & Whte,Medium,N
A3533,35,$250,F,Black,Medium,N
A3534,138,$195,F,Black & White,Medium,Y
A3535,43,$250,F,Black,,
A3536,21,$195,M,Tan &  White,Small,N
A3538,415,$100,M,White with tan markings,Medium,N
A3539,16,$250,F,Black,Medium,N
A3540,19,$250,M,Black,Small,N
A3541,134,$250,M,Black,Large,N
A3542,19,$195,M,Black & Tan,Small,N
A3547,87,$250,M,Tan & Black,Large,N
A3548,25,$175,F,Black/brown,Small,Y
A3549,70,$250,M,Black & Brown,Small,N
A3550,10,$250,M,golden,Medium,N
A3552,40,$195,M,Black & White,Medium,Y
A3553,45,$195,M,Tan,Medium,Y
A3556,5,$250,F,Brindle & White,Medium,N
A3557,39,$250,F,tri-color,Medium,N
A3558,6,$250,F,White,Medium,Y
A3560,19,$250,F,Black,Large,N
A3562,369,$100,F,White,Medium,N
A3563,63,$100,F,Black & Brown,Medium,Y
A3567,40,$250,F,Yellow,Large,N
A3568,67,$250,M,Black & White,Medium,N
A3569,21,$250,M,Yellow,Medium,N
A3570,65,$250,F,White has brown over both eyes & white on the ear,Small,N
A3571,2,$250,M,Tan & Black,Medium,N
A3572,6,$250,M,Black & Tan,Large,Y
A3573,27,$125,M,White,Small,N
A3574,6,$250,M,White & Black,Medium,N
A3575,50,$195,F,Black & White,Medium,Y
A3576,12,$250,F,Tan,Small,N
A3578,58,$250,F,Brown,Medium,N
A3581,109,$195,F,Black & White,Medium,N
A3582,339,$250,M,Tan & White,Medium,N
A3585,0,$250,F,White. Grey Spot over eye,Medium,N
A3586,11,$250,F,black and tan,Small,U
A3587,145,$250,F,Tricolor,Small,Y
A3588,49,$250,F,Tricolor,Small,Y
A3590,26,$250,F,Black & White,Medium,N
A3591,43,$250,F,Black,,
A3594,244,$250,M,Brown & White,Large,N
A3595,34,$250,M,Tan,Small,N
A3596,87,$250,M,"Tan & Black, both back feel have white on toes",Small,N
A3598,31,$250,F,Tan,Medium,N
A3599,10,$250,M,Tan & White,Small,N
A3600,0,$250,F,Brown,Medium,N
A3601,0,$250,F,Brown,Medium,N
A3602,145,$250,M,Black & Brown,Medium,N
A3604,77,$195,F,Tan & White,Small,Y
A3605,77,$195,F,Black & White,Medium,N
A3606,11,$250,F,Light tan(fawn),Small,?
A3608,14,$250,F,Tan,Small,N
A3609,52,$250,F,Tricolor,Medium,N
A3611,306,$250,M,Tan,Small,N
A3612,0,$250,M,White & Black,Small,N
A3613,28,$250,M,Black,Medium,N
A3614,111,$250,M,brown white,Medium ,N
A3615,17,$250,F,Grey & Tan,Small,N
A3616,27,$250,F,Black & Tan,Medium,N
A3618,66,$250,F,Tricolor,Small,N
A3619,25,$250,F,White & Black,Medium,N
A3620,200,$195,F,Brown,Medium,N
A3622,23,$250,F,Black & White,Medium,N
A3623,16,$195,M,Tricolor,Large,Y
A3624,84,$250,M,Blue,Medium,N
A3626,60,$250,M,Black & White,Small,N
A3627,45,$250,F,Black with White nose,Medium,N
A3629,59,$250,F,Brown & White,Medium,N
A3630,35,$250,F,Brown & White,Medium,N
A3631,69,$250,M,White,Medium,N
A3633,43,$250,M,White,,
A3634,12,$250,M,tan and white,Large,Y
A3635,75,$250,F,Black & White,Medium,N
A3636,7,$250,F,Black & White,Small,Y
A3637,23,$250,F,Blue & White,Medium,N
A3639,48,$250,M,Black & Brown,Small,N
A3640,39,$250,M,Tan with Black,Medium,N
A3642,9,$250,F,Chocolate,Medium,
A3643,14,$250,M,Black & White,Medium,N
A3644,25,$250,M,Brown,Medium,Y
A3645,28,$250,M,Brown &  Tan,Medium,N
A3646,104,$250,M,Tan & White,Medium,N
A3647,60,$250,F,Chocolate & White ,Medium,N
A3648,759,$195,F,White,Medium,U
A3650,80,$250,M,White with Black head,Medium,N
A3653,10,$250,F,Yellow,Large,N
A3654,528,$175,F,white,Medium,Y
A3657,7,$195,F,White,Small,Y
A3658,29,$250,M,Black,Medium,N
A3659,42,$250,F,black & whie,Medium,N
A3660,25,$250,F,Tan,Small,N
A3661,19,$250,F,Silver & Tan,Small,N
A3662,29,$250,M,Tan with Black Mask,Medium,N
A3663,75,$250,F,Brown & White,Medium,N
A3665,19,$250,F,Black,Medium,Y
A3666,21,$250,F,White,Small,Y
A3667,52,$250,M,White,Medium,N
A3669,11,$250,F,Black,Medium,N
A3670,18,$250,F,Black & Brown,Small,N
A3671,18,$195,F,Black & White,Medium,Y
A3672,21,$175,F,Brown,Small,Y
A3673,25,$250,F,Brown & White,Medium,N
A3674,14,$250,F,White & Black,Small,N
A3675,27,$250,F,White & Black,Medium,N
A3676,68,$100,F,Blue & White,Medium,N
A3677,10,$250,F,Black & White,Medium,N
A3678,41,$250,M,Tan,Medium,N
A3679,40,$250,M,Black & Brown,Small,N
A3680,107,$250,M,Brown with Tan spots,Small,N
A3681,17,$250,F,Brown & White,Medium,N
A3682,76,$250,M,Black,Medium,N
A3683,34,$250,M,Black & Brindle,Large,N
A3686,68,$195,M,Tricolor,Small,N
A3687,68,$250,F,White,Small,N
A3688,22,$250,F,White,Small,N
A3689,10,$175,F,Black & White,Medium,Y
A3690,4,$195,M,Yellow,Large,N
A3692,32,$250,M,Brown & White,Large,N
A3693,15,$250,M,Tan,Small,Y
A3694,5,$125,M,White,Small,N
A3695,80,$250,M,White & Black,Medium,N
A3697,36,$195,F,Black & White,Medium,N
A3698,38,$250,F,White with Brown,Medium,Y
A3699,46,$250,M,White & Brown,Medium,N
A3702,21,$175,M,Blue & White,Medium,Y
A3703,2,$125,M,Blue & White,Medium,Y
A3704,20,$195,M,white,Medium,Y
A3705,16,$250,F,black & white,Medium,Y
A3707,118,$125,F,White,Small,Y
A3708,11,$175,M,White & Black,Medium,Y
A3709,29,$250,F,Black & White,Medium,N
A3710,24,$250,M,Black,Medium,N
A3711,17,$250,M,Blue & White,Large,N
A3713,7,$250,F,Tan & White,Small,N
A3714,100,$100,M,White & Brown,Medium,N
A3715,35,$250,F,Brown & White,Medium,N
A3716,24,$250,F,Silver,Small,N
A3717,10,$250,M,Black w/brown,Small,N
A3719,14,$250,F,Black & White,Small,U
A3721,27,$250,M,Black,Large,N
A3722,41,$250,M,Black & White,Medium,N
A3723,28,$250,M,Brindle,Medium,N
A3724,15,$250,M,Tricolor,Medium,N
A3725,19,$250,M,Yellow,Large,Y
A3726,96,$250,F,Black &  Brown,Small,N
A3727,42,$250,M,Black & Red,Large,N
A3728,14,$250,F,Brindle,Medium,N
A3729,47,$195,F,White & Tan,Medium,Y
A3730,37,$195,F,White & Tan,Medium,Y
A3733,22,$250,M,White and some grayish black,Large,N
A3735,29,$195,M,Blue & white,Medium,N
A3736,58,$175,F,Brindle,Medium,N
A3737,14,$250,F,Brindle,Medium,N
A3738,18,$250,F,Brown & Black,Small,N
A3739,8,$250,F,Tan,Medium,Y
A3740,19,$250,F,White,Large,N
A3741,15,$195,F,White & Brown,Medium,Y
A3742,26,$250,F,"White, Black & Tan",Medium,N
A3744,0,$195,F,Fawn,Small,N
A3745,202,$100,F,Tan & White,Medium,N
A3746,51,$195,M,Black & Brown,Small,N
A3747,12,$250,F,Blue & White,Medium,N
A3749,22,$250,M,White & Tan,Medium,N
A3750,6,$250,F,Tan,Medium,N
A3751,24,$195,F,Brown,Small,N
A3752,33,$250,M,Brown,Small,N
A3753,45,$250,M,Black and Tan ,Small,N
A3754,37,$250,M,Black,Medium,N
A3755,31,$250,M,Tan  ,Small,N
A3756,67,$250,M,Tan  ,Medium,N
A3759,58,$195,F,Blue & White,Medium,Y
A3761,23,$250,F,Black & White,Medium,N
A3763,15,$250,M,Brown & Tan,Medium,N
A3764,44,$195,M,tan/white,Medium,Y
A3765,73,$250,F,White ,Small,U
A3767,68,$125,F,Grey & White,Small,Y
A3768,23,$125,F,Grey & White,Small,Y
A3769,22,$250,F,Tan,Medium,Y
A3770,71,$250,F,White,X Large,N
A3771,15,$250,F,White & Brwon,Small,N
A3773,15,$175,F,Grey & Black,Small,Y
A3774,56,$250,F,White & Brown,Small,N
A3775,12,$195,F,Blue & White,Medium,N
A3776,40,$250,F,Brown & Black,Medium,N
A3777,16,$250,F,Tan,Medium,N
A3779,23,$250,F,Fawn & White,Medium,N
A3782,30,$250,M,Black,Medium,N
A3783,39,$250,F,Tan and cream,Medium,N
A3785,11,$250,F,Brown & Tan,Small,N
A3788,9,$250,F,Tan,Medium,N
A3789,55,$195,F,WHite & Fawn,Medium,N
A3793,68,$250,F,White with brown/black markings,Medium,N
A3794,18,$250,F,Black & White,Small,N
A3795,15,$250,F,White & Grey,Medium,N
A3797,43,$250,F,White,,
A3798,3,$250,F,Tricolor,Small,N
A3799,53,$250,F,Chocolate & White ,Medium,N
A3803,104,$250,F,Brindle,Medium,N
A3804,72,$250,F,Brindle,Medium,N
A3805,33,$250,F,Brown,Medium,N
A3807,115,$100,F,White & Brown,Large,Y
A3808,12,$250,M,Tan,Medium,N
A3810,28,$175,M,Tricolor,Medium,N
A3812,39,$250,F,Tricolor,Medium,N
A3813,22,$250,M,Black & White,Medium,N
A3814,28,$250,F,White & Grey,Small,N
A3815,27,$250,M,Black ,Small,N
A3816,65,$250,F,Black & White,Medium,N
A3819,0,$250,F,Tan & White,Small,N
A3820,65,$195,F,Brown and White,Small,N
A3821,107,$250,F,Brindle & White,Medium,N
A3822,170,$195,F,White,Medium,N
A3823,50,$250,F,Black,Medium,N
A3825,23,$250,F,Black ,Small,N
A3826,48,$250,F,Black & White,Medium,N
A3828,20,$250,F,Brown & Tan,Medium,N
A3829,9,$250,M,Brown & Black,Medium,Y
A3830,134,$250,M,Tricolor,Large,N
A3831,21,$250,M,Tricolor,Large,N
A3832,19,$250,F,Black & White,Medium,N
A3833,44,$195,M,Tan,Medium,N
A3834,33,$195,M,Tan & White,Medium,Y
A3836,61,$250,F,Black & Tan,Small,N
A3837,0,$250,M,Black & White,Large,N
A3838,58,$250,M,Tan & White,Medium,N
A3839,41,$250,F,Tan with/ black,Medium,Y
A3840,10,$250,M,White,Small,N
A3841,53,$250,F,Brindle,Small,N
A3842,72,$250,M,Chocolate,Medium,N
A3843,11,$250,F,Brown,Small,N
A3844,14,$250,F,Tan & Black,Small,Y
A3845,78,$250,F,White with brown/black markings,Medium,N
A3846,13,$250,M,Black,Small,Y
A3847,30,$250,M,Black & Tan,Small,Y
A3848,153,$250,M,Brindle,Medium,N
A3850,35,$250,F,Brindle & White,Medium,N
A3852,0,$250,M,Tricolor,Medium,N
A3853,17,$250,M,White,Small,N
A3854,261,$100,M,Brown/Black & White,Medium,N
A3855,143,$100,M,Brown/Black & White,Medium,N
A3856,36,$250,F,White & Brindle,Medium,N
A3859,34,$250,M,Fawn,Medium,N
A3860,23,$250,F,Black & White,Medium,N
A3861,22,$250,F,Black & White,Medium,N
A3862,18,$250,F,Brown,Medium,N
A3863,17,$250,F,Black ,Small,N
A3864,12,$250,F,Brindle,Medium,Y
A3865,15,$250,F,Tan & White,Medium,N
A3867,64,$250,M,Brown,Medium,N
A3868,28,$250,F,Black & Tan,Medium,N
A3869,25,$250,M,White & Tan,Medium,N
A3870,7,$250,F,Fawn,Small,N
A3871,0,$250,F,Tricolor,Small,N
A3874,11,$250,M,Red,Medium,N
A3875,24,$250,M,Black & Brown,Medium,N
A3876,15,$195,F,White,Small,N
A3877,17,$250,M,Black & Tan,Medium,N
A3878,30,$195,M,Blue & wWhite,Medium,N
A3879,12,$195,M,Brindle,Medium,N
A3882,13,$195,M,Tan & White,Medium,N
A3885,28,$250,F,Tan & White,Medium,N
A3888,176,$195,F,Brindle & White,Medium,N
A3889,27,$250,F,Black ,Small,N
A3890,37,$250,F,White & Tan,Medium,N
A3891,12,$250,M,Brindle,Large,N
A3892,27,$195,F,Brindle,Small,N
A3893,49,$250,M,Brindle,Small,N
A3894,27,$250,F,Brown,Medium,N
A3895,42,$250,M,Tan,Small,N
A3896,42,$250,F,Brindle & White,Medium,N
A3898,26,$250,F,White & Tan,Small,N
A3900,0,$250,F,Fawn,Medium,N
A3901,10,$250,F,Black,Small,N
A3905,12,$250,M,Brown & Tan,Small,N
A3906,21,$250,M,Tan,Small,N
A3907,65,$250,M,Tan & Black with white on chest,Small,N
A3908,20,$250,F,Brindle,Medium,N
A3909,2,$250,F,Brown,Medium,Y
A3910,43,$250,F,Tan and white,Small,N
A3912,16,$250,F,White,Small,N
A3914,40,$250,F,Black ,Small,N
A3915,49,$250,M,Blue & White,Small,N
A3916,58,$250,F,Grey,Small,N
A3917,69,$250,M,Tricolor,Medium,N
A3918,40,$250,M,Black,Small,N
A3919,14,$250,M,Tan,Small,N
A3920,40,$195,F,Black & White,Small,N
A3922,27,$250,M,Black ,Small,N
A3924,31,$250,M,Black & Brown,Medium,N
A3926,95,$250,M,Brindle & White,Medium,N
A3927,15,$250,M,Blue and white,Medium,N
A3929,64,$250,F,Black,Medium,N
A3931,26,$250,M,Blue Merle,Medium,N
A3933,54,$250,M,White,Small,N
A3934,18,$250,M,White & Brown,Small,Y
A3936,148,$100,M,White & Brown,Large,N
A3937,24,$250,M,Black,Medium,N
A3938,16,$250,M,Dark Grey,Small,N
A3940,74,$250,F,Red,Medium,N
A3941,25,$250,M,Black ,Small,N
A3942,12,$250,F,Red,Medium,N
A3943,179,$250,F,Black & White,Medium,N
A3944,69,$250,F,Black & White,Medium,N
A3945,6,$250,F,Black &Tan,Small,N
A3946,7,$195,F,White & Red,Medium,Y
A3948,13,$250,M,Black,Medium,N
A3949,20,$250,F,Brown/white paws,Medium,Y
A3950,70,$250,F,Black,Medium,N
A3951,71,$250,F,Brown & White,Medium,N
A3955,13,$250,F,Tan,Medium,Y
A3957,19,$250,F,Dark Brindle,Medium,N
A3958,110,$250,M,Brindle & White,Medium,N
A3959,14,$175,M,Grey  ,Medium,N
A3960,23,$250,F,Tan  ,Medium,N
A3962,32,$250,M,Tan & Black,Medium,N
A3963,55,$250,M,White with brown patches,Medium,N
A3965,459,$195,F,Black,Small,N
A3966,47,$250,F,Black,Small,N
A3967,64,$100,F,Brown & White,Large,N
A3968,30,$125,F,Tan and black,Small,N
A3970,53,$250,F,Merle/Catahoula Tri clolor,Medium,N
A3973,69,$250,M,Tricolor,Small,N
A3974,76,$250,F,Black & White,Medium,N
A3975,33,$195,F,Blue & White,Medium,Y
A3976,29,$250,F,Brindle,Medium,N
A3977,0,$250,F,White w/beige,Small,N
A3978,55,$250,M,Tan,Small,N
A3979,170,$100,M,white with tan,Medium,N
A3981,94,$100,M,White,Large,Y
A3982,81,$250,M,White,Medium,N
A3983,30,$195,M,Black & White,Medium,Y
A3984,62,$100,M,Black/White Brindle,Medium,Y
A3985,76,$250,M,Black & White,Medium,N
A3986,83,$250,M,Black & White,Medium,N
A3987,33,$250,M,Brindle,Large,N
A3989,5,$250,M,White & Brown,Small,Y
A3990,70,$250,M,Brindle & White,Medium,N
A3991,15,$250,M,Brindle & White,Medium,N
A3992,7,$250,F,Black,Small,N
A3993,158,$195,M,Brown,Medium,Y
A3995,16,$250,F,Black,Medium,N
A3996,10,$125,F,Tan,Small,N
A3997,13,$250,M,White,Small,N
A3998,7,$250,F,Black,Medium,N
A3999,67,$250,F,Brown,Medium,N
A4000,37,$195,F,Black,Medium,N
A4001,64,$250,F,Chocolate & White ,Medium,N
A4002,3,$195,M,Tan,Medium,N
A4003,16,$195,M,Blue & White,Medium,N
A4004,14,$250,M,Black & White,Medium,N
A4006,32,$250,M,White w/Brown spots,Medium,Y
A4008,41,$250,M,White with chocolate,Small,N
A4009,49,$250,M,Black & White,Medium,N
A4010,24,$250,M,Tan,Medium,N
A4011,25,$250,M,Tan & White,Small,N
A4014,18,$250,M,Black & Tan,Medium,N
A4015,31,$195,M,Black & White,Medium,N
A4016,22,$250,M,Brown & Tan,Large,Y
A4017,23,$250,M,Tan,Medium,N
A4018,74,$250,F,Black & White,Medium,N
A4019,24,$250,F,Tricolor,Small,N
A4023,21,$250,M,White & Black,Medium,N
A4024,28,$250,F,Black,Medium,N
A4025,0,$250,M,Black,Small,N
A4027,148,$195,F,Black,Medium,N
A4028,207,$100,F,White & Black,Medium,Y
A4029,18,$250,F,light tan,Medium ,N
A4031,15,$250,F,Brindle & white,Large,N
A4032,2,$125,M,Brown,Small,Y
A4033,17,$250,F,Black,Medium,Y
A4039,80,$250,F,Brindle,Medium,N
A4040,110,$250,M,Black & White,Large,Y
A4041,63,$250,M,Black & White,Large,Y
A4042,47,$195,F,Brindle & White,Medium,N
A4043,5,$195,F,Brindle & White,Medium,N
A4045,71,$250,F,Fawn,Medium,N
A4046,11,$250,F,Tricolor,Small,N
A4047,28,$250,M,Tan,Small,N
A4048,64,$250,M,Tan & White,Medium,N
A4049,30,$250,M,Brown & White,Medium,Y
A4050,74,$250,F,White & Grey,Medium,N
A4053,39,$250,M,Tan,Small,N
A4054,27,$250,M,Tan,Small,N
A4057,52,250,M,White,Small,N
A4059,20,$250,M,Black & Tan,Small,N
A4060,72,$195,M,Black & Tan,Small,N
A4062,18,250,M,Black & Brown,Small,N
A4064,24,$250,F,Black,Medium,N
A4065,84,$250,F,Black & Brown,Medium,N
A4066,17,250,F,Black & Tan,Large,N
A4067,60,$250,F,Black & Tan,Medium,N
A4068,135,$250,F,Brindle,Medium,N
A4072,4,$250,F,Brown,Medium,N
A4073,23,$250,F,Brindle,Medium,N
A4074,13,250,F,Brown & Black,Large,N
A4075,33,$175,F,Brindle & white,Medium,N
A4077,123,$250,F,Tan w/black face,Small,N
A4079,53,$250,M,Black,Medium,N
A4081,20,$250,F,Black w/White Chest,Small,N
A4082,20,$195,M,Tan & White,Medium,N
A4084,20,$250,M,Yellow,Medium,N
A4087,21,$125,M,Black,Small,N
A4088,36,$250,M,Brindle,Small,N
A4089,20,$250,M,Golden,Small,N
A4090,25,$250,M,Yellow,Large,N
A4091,236,$195,M,Tan & White,Medium,N
A4093,5,$250,M,Black,Large,Y
A4094,49,$195,M,Tan,Small,N
A4095,12,$195,M,Tan & White,Medium,N
A4097,22,$195,F,Black,Medium,N
A4098,22,$250,M,Brown,Large,Y
A4099,15,$250,M,White & Red,Medium,N
A4100,36,$250,F,Tricolor,Small,N
A4101,28,$250,F,Black,Small,N
A4102,20,$250,F,Black w/White,Small,N
A4103,20,$250,M,Chocolate,Small,N
A4105,66,$250,M,Black &  White,Medium,N
A4107,15,$195,M,Red,Large,N
A4110,52,$250,F,Tricolor,Medium,N
A4111,35,$250,M,White & Tan,Small,N
A4112,34,$250,M,Tan,Small,N
A4113,183,$100,M,Brown and white,Medium,Y
A4114,51,$250,M,Tricolor,Medium,N
A4115,40,$250,M,White & Brown,Medium,N
A4116,16,$250,M,Tan,Small,N
A4117,57,$250,F,Brown,Medium,N
A4118,27,$100,F,Brown & White,Medium,Y
A4119,32,$250,F,Brown & White,Medium,N
A4120,27,100,F,Brown & White,Medium,Y
A4122,20,$250,F,Yellow,Medium,N
A4123,5,$250,F,Black & Tan,Medium,Y
A4126,0,250,F,Black & Tan,Small,N
A4128,53,$195,M,Black & white,Medium,N
A4129,30,$250,M,Brown & White,Medium,Y
A4130,20,$195,M,White & Tan,Small,N
A4131,37,$250,M,Brindle,Medium,N
A4132,215,$100,F,Black,Medium,Y
A4134,3,$250,F,Tricolor,Small,N
A4135,6,$250,F,Tricolor,Small,N
A4136,9,$195,M,Tan,Small,N
A4137,12,$250,M,Grey,Small,N
A4138,15,$195,M,Silver & Tan,Small,N
A4139,33,$250,M,Tan,Small,N
A4140,12,$195,M,White,Small,N
A4141,16,$195,M,Fawn,Small,N
A4142,7,$250,F,Black,Medium,N
A4144,35,$250,M,black,Medium,Y
A4147,43,$250,F,White/Brown,Small,N
A4148,22,$250,M,Brown & Black,Small,N
A4149,6,$250,M,Blue & White,Medium,N
A4152,89,$250,M,Tan & White,Medium,N
A4154,82,$250,M,Grey,Medium,N
A4155,41,$195,M,White a& Brown,Medium,N
A4156,23,$250,M,White,Small,N
A4157,12,$175,F,Black & Brown,Small,N
A4158,24,$250,M,Black,Medium,N
A4162,46,$250,M,Black & White,Medium,N
A4163,15,$250,F,Black,Small,Y
A4164,393,$195,F,Gray/tan,Medium,U
A4165,81,$250,M,White,Medium,Y
A4166,28,$250,M,Brindle,Large,Y
A4167,11,$195,M,Grey  ,Small,Y
A4169,28,$250,M,Brindle & White,Medium,N
A4170,80,$250,M,Brown & white,Large,N
A4171,42,$250,M,White,Medium ,N
A4173,19,$250,M,Black,Medium,N
A4174,13,$250,M,Black & White,Medium,N
A4175,67,$250,M,Black & White,Medium,N
A4176,47,$250,M,Black & Brown,Medium,N
A4177,37,$250,F,Yellow,Medium,N
A4178,91,$175,M,Boston Terrier mix  ,Medium,N
A4179,13,$175,M,Boston Terrier mix  ,Medium,N
A4180,29,$250,M,Black & White,Large,N
A4181,29,$250,M,Brindle,Medium,N
A4182,17,$250,F,Tan,Medium,N
A4183,22,$250,F,Brindle,Large,N
A4186,24,$250,M,Brindle,Medium,Y
A4187,15,$250,M,Black & White,Large,N
A4189,28,$250,M,Brindle,Medium,N
A4190,19,$250,F,White with Brindle,Medium,N
A4191,57,$250,F,Tan,Medium,N
A4194,16,$250,F,Black,Medium,N
A4197,11,$195,F,Fawn & White,Medium,N
A4198,30,$250,F,Tan,Medium,N
A4199,40,$250,M,Brindle,Large,N
A4200,29,$250,M,Brindle,Medium,N
A4201,9,$250,F,Black,Medium,Y
A4202,50,$250,M,Black & Grey,Medium,Y
A4204,19,$250,M,White,Large,N
A4206,21,$250,M,White with Brown Spots,Medium,N
A4210,72,$250,F,Brindle,Large,N
A4211,53,$250,M,White & Chocolate,Medium,N
A4213,286,$250,F,Brown & White,Small,N
A4216,4,$250,F,Black & White,Medium,Y
A4217,29,$250,F,BLack & White,Medium,N
A4219,58,$250,F,Brindle,Medium,N
A4220,9,$195,F,Brown & White,Small,U
A4221,11,$250,F,Tan & White,Small,N
A4222,206,$195,F,White,Medium,Y
A4223,132,$195,M,White w/ Tan,Medium,N
A4224,215,$250,F,Black and white,Medium,N
A4225,40,$250,F,Black Brindle,Large,N
A4228,56,$195,F,Black and Grey,Large,N
A4230,30,$195,M,Tricolor,Medium,N
A4231,19,$250,M,Black,Medium,N
A4232,47,$250,M,Fawn & White,Medium,N
A4234,24,$250,F,Tan & White,Medium,N
